,Latent_Dim30,category,description
"('demo_prnt_race_a_v2___11', 'baseline_year_1_arm_1')_0.0",-0.27432205882008975,Demographics,"What race do you consider yourself to be? Please check all that apply. ¿De qué raza se considera usted? Seleccione 1 o más de estas categorías: (11, Black/African American Negra o afroamericana)"
"('stq_y_ss_weekday', 'baseline_year_1_arm_1')",0.2740928328226586,Medical History,
"('ksads_14_422_p', 'baseline_year_1_arm_1')_1.0",0.27292992021221246,Diagnostic (KSADS),Symptom - Difficulty waiting turn Past
"('ksads_14_422_p', 'baseline_year_1_arm_1')_0.0",-0.27292992021221235,Diagnostic (KSADS),Symptom - Difficulty waiting turn Past
"('gen_child_behav_7', '1_year_follow_up_y_arm_1')_0.0",-0.27173820671272414,Deep Phenotyping Assessments,"Have you ever found that your child's feelings or energy are generally up or down, but rarely in the middle?  ¿Ha notado que los sentimientos o los niveles de energía de su niño(a) generalmente son altos o bajos, pero rara vez se encuentran en un punto medio?"
"('cbcl_q23_p', 'baseline_year_1_arm_1')_0.0",-0.26820179362834623,Behavior,Disobedient at school Desobedece en la escuela
"('demo_prnt_marital_v2_l', '1_year_follow_up_y_arm_1')_1.0",-0.2677314968721251,Demographics,"Are you now married, widowed, divorced, separated, never married or living with a partner? ¿Usted actualmente está casado(a), viudo(a), divorciado(a), separado(a), nunca se ha casado(a) o vive con una pareja?"
"('tfmri_nb_r1_beh_c2bpfl_rate', 'baseline_year_1_arm_1')",-0.2676103986180318,Neuropsychological Tests,
"('tfmri_nb_r2_beh_c2bngfl_rate', 'baseline_year_1_arm_1')",-0.26587039432926945,Neuropsychological Tests,
"('gen_child_behav_1', '1_year_follow_up_y_arm_1')_0.0",-0.26564056722729434,Deep Phenotyping Assessments,"Has your child experienced periods of several days or more when, although he/she was feeling unusually happy and intensely energetic (clearly more than your child's usual self), he/she was also physically restless, unable to sit still, and had to keep moving or jumping from one activity to another? ¿Ha tenido su niño(a) períodos de varios días o más en los que, a pesar de sentirse inusualmente feliz y con un nivel intenso de energía (claramente más de lo normal para él/ella), también estaba físicamente inquieto(a), era incapaz de estarse quieto(a) y tenía que seguir moviéndose o brincando de una actividad a otra?"
"('tfmri_nb_r1_beh_c2bngfl_rate', 'baseline_year_1_arm_1')",-0.2629643442557086,Neuropsychological Tests,
"('demo_prnt_age_v2_l', 'baseline_year_1_arm_1')",-0.2609110376246415,Demographics,
"('demo_prnt_marital_v2', 'baseline_year_1_arm_1')_5.0",0.26079361408965795,Demographics,"Are you now married, widowed, divorced, separated, never married or living with a partner? ¿Usted actualmente está casado(a), viudo(a), divorciado(a), separado(a), nunca se ha casado(a) o vive con una pareja?"
"('cbcl_q10_p', 'baseline_year_1_arm_1')_0.0",-0.2594779599696513,Behavior,"Can't sit still, restless, or hyperactive No puede quedarse quieto(a); es inquieto(a) o hiperactivo(a)"
"('tfmri_nb_r2_beh_c2bpl_nt', 'baseline_year_1_arm_1')_0.0",0.25934490427581125,Neuropsychological Tests,Number of times individual 2 back with place lure stimuli were answered correctly during run 2
"('stq_y_ss_weekend', 'baseline_year_1_arm_1')",0.2580915147875443,Medical History,
"('tfmri_nb_r2_beh_c2bpl_nt', 'baseline_year_1_arm_1')_2.0",-0.25789708317228127,Neuropsychological Tests,Number of times individual 2 back with place lure stimuli were answered correctly during run 2
"('gen_child_behav_6', '1_year_follow_up_y_arm_1')_0.0",-0.25785598675784793,Deep Phenotyping Assessments,"Has your child had periods of extreme happiness and intense energy (clearly more than his/her normal self) when, for several days or more, it took him/her over an hour to get to sleep at night? ¿Su niño(a) ha tenido períodos de felicidad extrema y energía intensa (claramente más de lo normal para él/ella) por varios días o más en los que tardó más de una hora en quedarse dormido(a) en la noche?"
"('demo_prnt_age_v2', 'baseline_year_1_arm_1')",-0.2577482185676478,Demographics,
"('tfmri_nb_r2_beh_c0bnfnl_nt', 'baseline_year_1_arm_1')_5.0",-0.2553370113663405,Neuropsychological Tests,Number of times individual 0 back with neutral face nonlure stimuli were answered correctly during run 2
"('tfmri_nb_r2_beh_c0bnfl_nt', 'baseline_year_1_arm_1')_0.0",0.25523500212251504,Neuropsychological Tests,Number of times individual 0 back with neutral face lure stimuli were answered correctly during run 2
"('scrn_hr_disobey', 'screener_arm_1')_0.0",-0.254492501830985,Deep Phenotyping Assessments,Is disobedient at school? ¿Es desobediente en la escuela?
"('sup_y_ss_sum', '1_year_follow_up_y_arm_1')",0.2535680807577609,Mental Health Summary,
"('ksads_14_419_p', 'baseline_year_1_arm_1')_0.0",-0.2526384995173796,Diagnostic (KSADS),Symptom - Acts like driven by a motor Past
"('ksads_14_419_p', 'baseline_year_1_arm_1')_1.0",0.2526384995173796,Diagnostic (KSADS),Symptom - Acts like driven by a motor Past
"('tfmri_nb_r2_beh_c2bpfl_nt', 'baseline_year_1_arm_1')_2.0",-0.2524718777785323,Neuropsychological Tests,Number of times individual 2 back with positive face lure stimuli were answered correctly during run 2
"('gen_child_behav_9', '1_year_follow_up_y_arm_1')_0.0",-0.25124926975299705,Deep Phenotyping Assessments,"Have there been periods when, although your child was feeling unusually happy and intensely energetic, almost everything got on his/her nerves and made him/her irritable or angry (other than related to the menstrual cycle)? ¿Han habido períodos (no relacionados con el ciclo menstrual) en los que, a pesar de sentirse inusualmente feliz y con un nivel intenso de energía, casi todo lo/la sacaba de quicio o lo/la hacía sentirse irritable o enojado(a)?"
"('pea_ravlt_ld_trial_vii_tc', 'baseline_year_1_arm_1')",-0.25028777884111203,Cognitive Capacity,
"('pea_ravlt_sd_trial_vi_tc', 'baseline_year_1_arm_1')",-0.24996365184275282,Cognitive Capacity,
"('tfmri_nb_r2_beh_c2bngfl_nt', 'baseline_year_1_arm_1')_0.0",0.24894910958003066,Neuropsychological Tests,Number of times individual 2 back with negative face lure stimuli were answered correctly during run 2
"('tfmri_nb_all_beh_c0bnfl_nt', 'baseline_year_1_arm_1')_1.0",0.24816412161989515,Neuropsychological Tests,Number of times individual 0 back with neutral face lure stimuli were answered correctly during run 1 and run 2
"('demo_prnt_marital_v2_l', '1_year_follow_up_y_arm_1')_5.0",0.2469135007880744,Demographics,"Are you now married, widowed, divorced, separated, never married or living with a partner? ¿Usted actualmente está casado(a), viudo(a), divorciado(a), separado(a), nunca se ha casado(a) o vive con una pareja?"
"('neighborhood3r_p', 'baseline_year_1_arm_1')_1.0",0.2441429235114232,Deep Phenotyping Assessments,My neighborhood is safe from crime. Mi vecindario está a salvo de la delincuencia.
"('tfmri_nb_all_beh_c0bpl_nt', 'baseline_year_1_arm_1')_6.0",-0.2438604723058872,Neuropsychological Tests,Number of times individual 0 back with place lure stimuli were answered correctly during run 1 and run 2
"('stq_y_ss_weekend', '1_year_follow_up_y_arm_1')",0.24373236368053214,Medical History,
"('gen_child_behav_4', 'baseline_year_1_arm_1')_0.0",-0.24331060544045083,Deep Phenotyping Assessments,"Has your child had periods of extreme happiness and intense energy that last several days or more when he/she also felt more anxious or tense (jittery, nervous, uptight) than usual (other than relates to the menstrual cycle)? ¿Ha tenido su niño(a)  períodos   (no relacionados con el ciclo menstrual) de varios días o más de felicidad extrema y energía intensa, en los que también se sintió mucho más ansioso(a) o tenso(a) [inquieto(a), nervioso(a)] de lo normal?"
"('cbcl_q23_p', '1_year_follow_up_y_arm_1')_1.0",0.24321536629377843,Behavior,Disobedient at school Desobedece en la escuela
"('nsc_p_ss_mean_3_items', 'baseline_year_1_arm_1')",-0.24303118956225064,Social Adjustment,
"('fhx_3ha_p', 'baseline_year_1_arm_1')",0.24232087053439563,Medical History,
"('tfmri_nb_r1_beh_c2bnfl_rate', 'baseline_year_1_arm_1')",-0.24216102197632314,Neuropsychological Tests,
"('kbi_p_grades_in_school', 'baseline_year_1_arm_1')_1.0",-0.2404454036423237,Social Adjustment,What kind of grades does your child get on average?/  ¿Cuál es el promedio de calificaciones de su niño(a)?
"('kbi_p_how_well_c_school_l', '1_year_follow_up_y_arm_1')_1.0",-0.2402080200498355,Diagnostic (KSADS),"In general, how does your child do in school? En general, ¿cómo le va a su niño(a) en la escuela?"
"('scrn_commondx', 'screener_arm_1')_1.0",0.24016262995810495,Deep Phenotyping Assessments,"Has your child been diagnosed with... ADHD, Depression, Bipolar Disorder, Anxiety, Phobias / Trastorno por deficit de atención e hiperactividad (TDAH or ADHD), depresión, trastorno bipolar, ansiedad o fobias"
"('scrn_commondx', 'screener_arm_1')_0.0",-0.24016262995810492,Deep Phenotyping Assessments,"Has your child been diagnosed with... ADHD, Depression, Bipolar Disorder, Anxiety, Phobias / Trastorno por deficit de atención e hiperactividad (TDAH or ADHD), depresión, trastorno bipolar, ansiedad o fobias"
"('gen_child_behav_8', '1_year_follow_up_y_arm_1')_0.0",-0.24008001325596903,Deep Phenotyping Assessments,"Has your child had periods lasting several days or more when he/she felt depressed or irritable, and then other periods of several days or more when he/she felt extremely high, elated, and overflowing with energy? ¿Su niño(a) ha tenido períodos de varios días o más en los que se ha sentido deprimido(a) o irritable, y luego otros períodos de varios días o más en los que se ha sentido extremadamente eufórico(a), entusiasmado(a) y desbordante de energía?"
"('demo_prnt_age_v2_l', '1_year_follow_up_y_arm_1')",-0.23979449730083235,Demographics,
"('gen_child_behav_4', '1_year_follow_up_y_arm_1')_0.0",-0.23935378480952868,Deep Phenotyping Assessments,"Has your child had periods of extreme happiness and intense energy that last several days or more when he/she also felt more anxious or tense (jittery, nervous, uptight) than usual (other than relates to the menstrual cycle)? ¿Ha tenido su niño(a)  períodos   (no relacionados con el ciclo menstrual) de varios días o más de felicidad extrema y energía intensa, en los que también se sintió mucho más ansioso(a) o tenso(a) [inquieto(a), nervioso(a)] de lo normal?"
"('tfmri_nb_r1_beh_c2bngfl_nt', 'baseline_year_1_arm_1')_2.0",-0.23897956834041958,Neuropsychological Tests,Number of times individual 2 back with negative face lure stimuli were answered correctly during run 1
"('gen_child_behav_5', '1_year_follow_up_y_arm_1')_0.0",-0.23858170109581153,Deep Phenotyping Assessments,"Have there been times of several days or more when, although your child was feeling unusually happy and intensely energetic (clearly more than his/her usual self), he/she also had to struggle very hard to control inner feelings of rage or an urge to smash or destroy things? ¿Han habido períodos de varios días o más en los que, a pesar de sentirse inusualmente feliz y con un nivel intenso de energía (claramente más de lo normal para él/ella), también tuvo su niño(a) que batallar muy duro para controlar sus sentimientos internos de ira o una necesidad de destrozar o destruir cosas?"
"('stq_y_ss_weekday', '1_year_follow_up_y_arm_1')",0.23685711401045656,Medical History,
"('nsc_p_ss_mean_3_items', '1_year_follow_up_y_arm_1')",-0.23633336160504073,Social Adjustment,
"('kbi_p_c_det_susp', 'baseline_year_1_arm_1')_2.0",-0.235400295787061,Social Adjustment,"In the past year, has you/your child had any detentions or suspensions? En el último año?/  ¿su niño(a) ha tenido alguna detención o suspensión en la escuela?"
"('reshist_addr1_coi_ed_teachxp', 'baseline_year_1_arm_1')",0.2353194844141279,Socioeconomic,
"('ksads_14_417_p', '1_year_follow_up_y_arm_1')_1.0",0.2349986795248656,Diagnostic (KSADS),Symptom - Fidgets Past
"('ksads_14_417_p', '1_year_follow_up_y_arm_1')_0.0",-0.2349986795248656,Diagnostic (KSADS),Symptom - Fidgets Past
"('ssrs_16_p', '1_year_follow_up_y_arm_1')_1.0",-0.2349724422343976,Social Responsiveness,Avoids eye contact or has unusual eye contact. Evita el contacto con los ojos o tiene contacto visual inusual.
"('cbcl_q78_p', 'baseline_year_1_arm_1')_2.0",0.23398146951473842,Behavior,Inattentive or easily distracted  No presta atención o se distrae fácilmente
"('gen_child_behav_1', 'baseline_year_1_arm_1')_1.0",0.23386366230897773,Deep Phenotyping Assessments,"Has your child experienced periods of several days or more when, although he/she was feeling unusually happy and intensely energetic (clearly more than your child's usual self), he/she was also physically restless, unable to sit still, and had to keep moving or jumping from one activity to another? ¿Ha tenido su niño(a) períodos de varios días o más en los que, a pesar de sentirse inusualmente feliz y con un nivel intenso de energía (claramente más de lo normal para él/ella), también estaba físicamente inquieto(a), era incapaz de estarse quieto(a) y tenía que seguir moviéndose o brincando de una actividad a otra?"
"('screen13_y', '1_year_follow_up_y_arm_1')_0.0",-0.23351790044267332,Deep Phenotyping Assessments,"How often do you play mature-rated video games (e.g., Call of Duty, Grand Theft Auto, Assassin's Creed, etc.)?"
"('kbi_p_how_well_c_school', 'baseline_year_1_arm_1')_1.0",-0.2334310016509585,Social Adjustment,"In general, how does your child do in school? En general?/  ¿cómo le va a su niño(a) en la escuela?"
"('bpm_14_y', '6_month_follow_up_arm_1')_2.0",0.23306643810831637,Behavior,I am inattentive or easily distracted
"('ksads_14_87_p', 'baseline_year_1_arm_1')_0.0",-0.23295082092827105,Diagnostic (KSADS),Symptom - Difficulty remaining seated for more than one school year Past
"('ksads_14_87_p', 'baseline_year_1_arm_1')_1.0",0.23295082092827096,Diagnostic (KSADS),Symptom - Difficulty remaining seated for more than one school year Past
"('gen_child_behav_3', '1_year_follow_up_y_arm_1')_0.0",-0.23213026907503542,Deep Phenotyping Assessments,Has your child's mood or energy shifted rapidly back and forth from happy to sad or high to low? ¿El estado de ánimo o la energía de su niño(a) ha tenido cambios abruptos de felicidad a tristeza o de euforia a decaimiento y vice versa?
"('gen_child_behav_7', '1_year_follow_up_y_arm_1')_1.0",0.23176687735807577,Deep Phenotyping Assessments,"Have you ever found that your child's feelings or energy are generally up or down, but rarely in the middle?  ¿Ha notado que los sentimientos o los niveles de energía de su niño(a) generalmente son altos o bajos, pero rara vez se encuentran en un punto medio?"
"('kbi_y_det_susp', 'baseline_year_1_arm_1')_1.0",0.23170861338603135,Social Adjustment,"In the past year, have you had any detentions or suspensions?"
"('kbi_y_det_susp', 'baseline_year_1_arm_1')_0.0",-0.23170861338603135,Social Adjustment,"In the past year, have you had any detentions or suspensions?"
"('kbi_p_c_det_susp', 'baseline_year_1_arm_1')_1.0",0.2309567613722175,Social Adjustment,"In the past year, has you/your child had any detentions or suspensions? En el último año?/  ¿su niño(a) ha tenido alguna detención o suspensión en la escuela?"
"('tfmri_nb_all_beh_c2bnfl_nt', 'baseline_year_1_arm_1')_4.0",-0.230743861331519,Neuropsychological Tests,Number of times individual 2 back with neutral face lure stimuli were answered correctly during run 1 and run 2
